rank,status,reason,manual_review_label,pre_manual_review_reason,name,website,primary_type,primary_type_raw,business_status,rating,user_rating_count,rental_signal,matched_activities,matched_terms,matched_tiers,matched_modes,geo_zone,aoi_distance_m,review_lane,dedup_note,site_note,site_relevance,possible_duplicate_of,place_id,source_url
151,survivor,cleared_gates_0-5,,,Ridgeline Park,https://www.yourtahoeplace.com/parks-recreation/outdoor-recreation/parks-fields,Park,park,OPERATIONAL,4.2,29,true,disc-golf,disc golf rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJy_vGuj5wmYAREIrw_EyQqEw,https://maps.google.com/?cid=5523823603305450000&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
152,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate5:no_website_field,Tahoe Blue Adventures,,Services,service,OPERATIONAL,5,2,true,alpine-ski; canoe; kayak; pwc; sup; watersports,canoe rental; jet ski rental; kayak rental; paddleboard rental; personal watercraft rental; ski rental; watersports rental; waverunner rental,core,service-area,service_area_unknown_location,,operator,,No website field.,,,ChIJscf4VsePmYARJHNiY-Oq0EM,https://maps.google.com/?cid=4886593489298682660&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
153,survivor,cleared_gates_0-5,,,ODM Defense,http://www.odmdefense.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,5,28,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJa3e6BNiimYARtDa_YjDTw84,https://maps.google.com/?cid=14898984197040322228&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
154,survivor,cleared_gates_0-5,,,Cabin Fever,https://tahoe.com/south-lake-tahoe/cabin-fever,Store,store,OPERATIONAL,4.2,28,true,alpine-ski,ski shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ97RGLQmQmYARsf9k5-VcRds,https://maps.google.com/?cid=15800137010198675377&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
155,survivor,cleared_gates_0-5,,,Tahoe Yacht Club,http://www.tahoeyc.com/,Marina,marina,OPERATIONAL,4.3,27,true,pontoon; powerboat; sailing,boat charter; boat rental; pontoon rental; sailboat rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJH4LWWHR9mYAR8-gd1xMqkHs,https://maps.google.com/?cid=8903662728013277427&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
156,survivor,cleared_gates_0-5,,,Incline Bike Park,http://www.yourtahoeplace.com/parks-recreation/outdoor-recreation/community-bike-park,Park,park,OPERATIONAL,4.9,26,true,mtb,downhill bike park rental; mountain bike rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJDY3LujhwmYARB3QpchaRpYo,https://maps.google.com/?cid=9990550873981940743&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
157,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate5:no_website_field,Hope Valley Outdoors,,Camping cabin,camping_cabin,OPERATIONAL,4.8,26,true,alpine-ski; nordic-ski; snow-tube; snowshoe,cross country ski rental; ski rental; sled rental; snowshoe rental,core; experience,standard,covered_tile,0,operator,,No website field.,,,ChIJ8X4WX_jsmYARZDHIUyU4Gjk,https://maps.google.com/?cid=4114662942526943588&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
158,survivor,cleared_gates_0-5,,,Blue Warrior Cruises Lake Tahoe,https://laketahoe.cruises/,Tour Agency,tour_agency,OPERATIONAL,4.7,26,true,powerboat; sailing,boat charter; boat rental; sailboat rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJu5iA_mKPmYAR1kyrpj_9aSU,https://maps.google.com/?cid=2695964301778963670&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
159,survivor,cleared_gates_0-5,,,Truckee Ice Rink,https://www.tdrpd.org/rink,Ice Skating Rink,ice_skating_rink,OPERATIONAL,4.2,26,true,ice-skate,ice skate rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJW8FpkpTfm4ARUoLiK3L3pa8,https://maps.google.com/?cid=12656794397529244242&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
160,survivor,cleared_gates_0-5,,,North Tahoe Lions Club Disc Golf Course,https://www.yourtahoeplace.com/parks-recreation/outdoor-recreation/disc-golf-course,Athletic Field,athletic_field,OPERATIONAL,4.1,26,true,disc-golf,disc golf rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJBxY2qUdwmYARsWk3B5VqXTI,https://maps.google.com/?cid=3629174063034231217&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
161,survivor,cleared_gates_0-5,,,"Win's Wheels, Inc.",https://winswheels.com/,Services,service,OPERATIONAL,5,23,true,cycling,bike shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ3wYiRlOhmYAR6gsldj8em18,https://maps.google.com/?cid=6889133312907217898&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
162,survivor,cleared_gates_0-5,,,Disc Giant,https://discgiant.com/,Store,store,OPERATIONAL,5,23,true,disc-golf; gear-shop,disc golf rental; sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJa8tIsCc_mYAR34cz1JmSao8,https://maps.google.com/?cid=10334233484342822879&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
163,survivor,cleared_gates_0-5,,,Denver’s Choppers,https://denverschoppers.com/,Store,store,OPERATIONAL,4.9,23,true,cycling,bike shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJx68svkAVmYARK85DK2S18jA,https://maps.google.com/?cid=3527080900011740715&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
164,survivor,cleared_gates_0-5,,,Cross Country Center,https://www.kirkwood.com/explore-the-resort/activities-and-events/cross-country.aspx,Ski Resort,ski_resort,OPERATIONAL,4.4,23,true,alpine-ski; nordic-ski; snowboard; snowshoe,cross country ski rental; nordic ski center; ski rental; ski shop; snowboard rental; snowboard shop; snowshoe rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: domain brand appears on the page.,domain_brand_match,,ChIJQSqWAgb0mYARj5rac5qWfRY,https://maps.google.com/?cid=1620617031036082831&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
165,survivor,cleared_gates_0-5,,,Free Lap Collective,https://freelap.cc/,Bicycle Shop,bicycle_store,OPERATIONAL,5,21,true,cycling; ebike; gear-shop; mtb,bike rental; bike shop; ebike rental; mountain bike rental; sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJyVdCASNbmYARRh59jM_gZAA,https://maps.google.com/?cid=28394679690927686&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
166,survivor,cleared_gates_0-5,,,Buzzard Creek,http://buzzardcreekvc.com/,Store,store,OPERATIONAL,4.6,21,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJc5BUK1UOmYARfxaHFH3Jw-A,https://maps.google.com/?cid=16196010224006927999&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
167,survivor,cleared_gates_0-5,,,Alpenglow Boat Co.,http://www.alpenglowboat.com/,,,OPERATIONAL,5,20,true,canoe; powerboat; sailing,boat charter; boat rental; canoe rental; sailboat rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJnZwMRViPmYAR81YU5xC_3wI,https://maps.google.com/?cid=207094187199583987&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
168,survivor,cleared_gates_0-5,,,Auto Bike Sales,http://www.autobikesales.com/,Store,store,OPERATIONAL,3.7,19,true,cycling,bike shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJIYz5124_mYARRchEA8-Ha4c,https://maps.google.com/?cid=9758042340811130949&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
169,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate5:no_website_field,Playa E-bike Rentals,,Services,service,OPERATIONAL,5,1,true,cycling; ebike,bike rental; ebike rental,core,service-area,service_area_unknown_location,,operator,,No website field.,,,ChIJTd9mm5rdi6kR6PV01YzawMA,https://maps.google.com/?cid=13889341549222098408&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
170,survivor,cleared_gates_0-5,,,South Shore Boats & Powersports,http://www.sshoreboats.com/,Services,service,OPERATIONAL,4.2,18,true,canoe; gear-shop; powerboat; pwc; watersports,boat charter; boat rental; canoe rental; personal watercraft rental; sporting goods store; watersports rental; waverunner rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ6RoWGbmPmYARkCigY0BBPlQ,https://maps.google.com/?cid=6070361092547160208&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
171,survivor,cleared_gates_0-5,,,Cruise Tahoe,https://www.cruisetahoe.com/,Tour Agency,tour_agency,OPERATIONAL,4.9,17,true,powerboat,boat charter; boat rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJqQ_uWj6PmYARwRNk218KGRI,https://maps.google.com/?cid=1304084973919409089&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
172,survivor,cleared_gates_0-5,,,Bearry Sweet,https://bearrysweet.com/,Dessert Shop,dessert_shop,OPERATIONAL,4.8,17,true,alpine-ski,ski shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJT3AtiYuRmYAR7mv9uZ9N700,https://maps.google.com/?cid=5615792608769829870&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
173,survivor,cleared_gates_0-5,,,Truckee River Bike trail,https://biketahoe.org/bike-trails/historic-truckee-river-bike-path/,Hiking Area,hiking_area,OPERATIONAL,4.7,17,true,cycling; mtb,bike rental; downhill bike park rental; mountain bike rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJd_neN5HXm4ARGFrU46r4VLo,https://maps.google.com/?cid=13426629801948764696&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
174,survivor,cleared_gates_0-5,,,Concept Electric Bikes,https://conceptebikes.com/,Bicycle Shop,bicycle_store,OPERATIONAL,4.4,17,true,cycling; ebike; mtb,bike rental; bike shop; ebike rental; mountain bike rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJcRjOh3oLmYAR1m744YPDVGI,https://maps.google.com/?cid=7085503084959919830&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
175,survivor,cleared_gates_0-5,,,Mountain Cat,http://www.mountaincatshop.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,5,16,true,alpine-ski; backcountry-ski; gear-shop; nordic-ski; snowboard; snowshoe,backcountry ski rental; cross country ski rental; ski rental; ski shop; snowboard rental; snowboard shop; snowshoe rental; splitboard rental; sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJbcjDZ4wLmYAR2mVre3nV9CU,https://maps.google.com/?cid=2735045591459128794&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
176,survivor,cleared_gates_0-5,,,Orucase,http://www.orucase.com/,Services,service,OPERATIONAL,5,16,true,cycling; gear-shop,bike shop; sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJfbqzSWQB3IARKnzOXWEAbY4,https://maps.google.com/?cid=10262859544032869418&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
177,survivor,cleared_gates_0-5,,,Electronic Shooters Protection (ESP),https://www.espamerica.com/,Manufacturer,manufacturer,OPERATIONAL,5,15,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ3QrEBjigKQ4RM2Iv18oYRiw,https://maps.google.com/?cid=3190264645511242291&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
178,survivor,cleared_gates_0-5,,,Spearhead Tactical,https://spearheadtactical.us/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,5,15,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJcR0S28ZHmYARZh-UJ4_MEpw,https://maps.google.com/?cid=11246276134713958246&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
179,survivor,cleared_gates_0-5,,,Tahoe Star Charters,http://tahoestar.com/,Tour Agency,tour_agency,OPERATIONAL,5,13,true,powerboat,boat charter; boat rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJATguosatFikRDeuaSAe-XfU,https://maps.google.com/?cid=17680496650618596109&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
180,survivor,cleared_gates_0-5,,,MX Trophies,https://mx-trophies.com/,Store,store,OPERATIONAL,4,12,true,cycling,bike shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ0a_a06oPmYARQJw30EcMg_8,https://maps.google.com/?cid=18411573204196236352&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
181,survivor,cleared_gates_0-5,,,Shaun's Guide Service Donner lake,http://shaunsguideservice.net/,Fishing Charter,fishing_charter,OPERATIONAL,4.8,11,true,fishing-charter; powerboat,boat charter; fishing charter,core; gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJE6syEhp3m4ARUMhGPMndkhc,https://maps.google.com/?cid=1698663865841535056&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
182,survivor,cleared_gates_0-5,,,Lake Tahoe Boat Company,http://laketahoeboatco.com/,Suppliers,supplier,OPERATIONAL,5,10,true,powerboat,boat rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJZ7lyYOePmYARxMLs_LA_idk,https://maps.google.com/?cid=15675130007429890756&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
183,survivor,cleared_gates_0-5,,,Imaginecharterstahoe,https://imaginecharterstahoe.com/,Tour Agency,tour_agency,OPERATIONAL,5,10,true,powerboat,boat charter,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJ1ZaQUzKPmYAR57-3OAiU3i4,https://maps.google.com/?cid=3377299533606666215&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
184,survivor,cleared_gates_0-5,,,Tahoe Yacht Cruises,http://www.tahoeyachtcruises.com/,Services,service,OPERATIONAL,4.9,10,true,canoe; powerboat; sailing,boat charter; boat rental; canoe rental; sailboat rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJBVFIjxCPmYARx7hTuDwYGzM,https://maps.google.com/?cid=3682563769375111367&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
185,survivor,cleared_gates_0-5,,,DDC Racing (Delaney Drive Components),http://www.ddcracing.net/,Auto Parts Store,auto_parts_store,OPERATIONAL,5,9,true,cycling,bike shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJcYv34f2imYARTFNk7shoRdw,https://maps.google.com/?cid=15872207673939481420&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
186,survivor,cleared_gates_0-5,,,"Sports Attack, LLC",http://sportsattack.com/,Manufacturer,manufacturer,OPERATIONAL,4.6,9,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJAQAAAFBamYARDU3sBOHlO4M,https://maps.google.com/?cid=9456404597207485709&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
187,survivor,cleared_gates_0-5,,,Dynareno Motorcycles,http://dynarenomotorcycles.com/,Store,store,OPERATIONAL,3.7,9,true,cycling,bike shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJheKSfkxHmYARUyoYKNs2qK4,https://maps.google.com/?cid=12585369473585261139&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
188,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate5:no_live_site,Rubicon Surf Company,https://www.rubiconsurfcompany.com/,Services,service,OPERATIONAL,,0,true,canoe; pontoon; powerboat,boat rental; canoe rental; pontoon rental,core,service-area,service_area_unknown_location,,operator,,fetch failed,,,ChIJL_C-oIQn9kwRP5wJRQQWLek,https://maps.google.com/?cid=16802109992383126591&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
189,survivor,cleared_gates_0-5,,,Midtown Carriage Society,https://midtowncarriagesociety.com/,Services,service,OPERATIONAL,,0,true,cycling,bike rental,core,service-area,service_area_unknown_location,,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJzTN-Hi91zScRtaC4eW2gyEs,https://maps.google.com/?cid=5460790940240748725&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
190,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate5:no_website_field,West Shore Lake Tahoe eBike Rentals,,Services,service,OPERATIONAL,,0,true,cycling; ebike,bike rental; ebike rental,core,service-area,service_area_unknown_location,,operator,,No website field.,,,ChIJawj8cqZzG6gRPhrCJDxWM7c,https://maps.google.com/?cid=13200989749067782718&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
191,survivor,cleared_gates_0-5,,,Sparks Snowmobile Rental,https://sparkssnowmobilerental.com/,Services,service,OPERATIONAL,,0,true,snowmobile,snowmobile rental,core,service-area,service_area_unknown_location,,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJpU2WxDGobg4RIBq7eF_mONA,https://maps.google.com/?cid=15003995456306616864&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
192,survivor,cleared_gates_0-5,,,TahoeTrophyTrout,http://tahoetrophytrout.com/,Tour Agency,tour_agency,OPERATIONAL,5,8,true,powerboat,boat charter,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJ41zCOjuPmYARpdNalS_jld8,https://maps.google.com/?cid=16111033035496543141&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
193,survivor,cleared_gates_0-5,,,Lake Tahoe Sailing,https://www.laketahoesail.com/,Sports School,sports_school,OPERATIONAL,5,7,true,pontoon; powerboat; sailing,boat charter; boat rental; pontoon rental; sailboat rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJZdaw6wl9mYARfdsKpDupMtI,https://maps.google.com/?cid=15146354570420738941&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
194,survivor,cleared_gates_0-5,,,Lake Tahoe Motorcycle,https://laketahoemotorcycle.com/,Store,store,OPERATIONAL,4.4,7,true,cycling,bike shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJPaASz4ePmYARTV345IBCFXk,https://maps.google.com/?cid=8724952974464933197&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
195,survivor,cleared_gates_0-5,,,Prinoth LLC,https://www.prinoth-snowgroomers.com/en-us,Store,store,OPERATIONAL,4.3,7,true,alpine-ski,ski shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJWZ_9qaw4mYARXW6zI6flqI4,https://maps.google.com/?cid=10279718655494418013&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
196,survivor,manual_review:demo_only_for_pass_a,demo_only,gate5:no_live_site,Slant Skis,http://www.slantskis.com/,Manufacturer,manufacturer,OPERATIONAL,5,6,true,alpine-ski; snowboard,ski shop; snowboard shop,core,standard,covered_tile,0,operator,,fetch failed,,,ChIJvTXOCrjXm4ARCjpfzIBOhIQ,https://maps.google.com/?cid=9548843425023867402&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
197,survivor,cleared_gates_0-5,,,Boca Motorsports,https://bocamotorsports.com/,Store,store,OPERATIONAL,5,6,true,cycling,bike shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJwz6I0D8_mYARZ1-BD7rmItI,https://maps.google.com/?cid=15141918583971471207&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
198,survivor,cleared_gates_0-5,,,Donut Shoppe,https://donutshoppeculture.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,4.2,6,true,alpine-ski; gear-shop; snowboard,ski shop; snowboard shop; sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJq9YL7OLfm4ARatMOunSqVuw,https://maps.google.com/?cid=17029986459262571370&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
199,survivor,cleared_gates_0-5,,,PGA TOUR,https://www.pgatour.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,3.3,6,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: domain brand appears on the page.,domain_brand_match,,ChIJF0m8rXA_mYARfWDBXUgXhH4,https://maps.google.com/?cid=9116437145282764925&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
200,survivor,cleared_gates_0-5,,,tahoetopliners sportfishing,http://tahoetopliners.com/,Fishing Charter,fishing_charter,OPERATIONAL,5,5,true,fishing-charter; powerboat,boat charter; fishing charter,core; gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJc0n7n9qPmYARvXTD6OXbT8c,https://maps.google.com/?cid=14361939517206918333&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
201,survivor,cleared_gates_0-5,,,LifeCycle,https://www.lifecycle-nv.com/contact/,Gym,gym,OPERATIONAL,5,5,true,cycling,bike shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJVVVFRuoKmYARAGw72JoLHuk,https://maps.google.com/?cid=16797876419819170816&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
202,survivor,cleared_gates_0-5,,,ahhNatural - The Most Trusted Natural Hot Tub Chemical Alternative,http://www.ahhnatural.com/,Store,store,OPERATIONAL,5,5,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJNRIvOxHgm4ARz9WoxrO4mHU,https://maps.google.com/?cid=8473725781169198543&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
203,survivor,cleared_gates_0-5,,,Bijou Bike Park,https://tamba.org/projects/bijou-bike-park/,Park,park,OPERATIONAL,4.6,5,true,mtb,downhill bike park rental; mountain bike rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJvd6wZwCRmYARCxZeVJnQF7w,https://maps.google.com/?cid=13553530960558822923&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
